SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
M,40-44,NO,2.6,4.2,4.5,3.9,3.3,4.3,3.9,NaN,NaN,3.3
M,40-44,PL,5.2,4.0,3.0,2.6,1.8,2.2,2.4,1.8,1.9,2.0
M,40-44,PT,9.7,8.2,6.2,5.2,4.2,3.8,3.5,3.7,4.4,4.1
M,40-44,RO,5.8,5.3,3.6,3.3,3.2,4.1,4.3,4.5,4.9,3.9
M,40-44,RS,12.5,12.0,10.5,10.4,8.8,6.4,8.3,7.1,6.6,5.9
M,40-44,SE,4.8,5.0,4.9,4.0,4.6,5.9,6.1,5.8,5.1,5.1
M,40-44,SI,5.6,6.5,4.0,2.5,3.1,3.2,2.9,3.2,2.6,2.1
M,40-44,SK,8.1,6.0,6.5,5.0,4.0,5.3,6.7,5.2,4.5,3.1
M,40-44,TR,7.4,7.1,6.5,6.5,8.8,9.2,7.9,5.9,5.1,5.0
M,40-59,AT,5.0,5.2,4.9,4.1,3.5,4.2,5.2,3.8,4.2,4.3
M,40-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,10.5,9.3,8.6,7.6
M,40-59,BE,6.7,6.1,5.2,4.8,4.1,4.4,4.3,3.9,3.9,3.8
M,40-59,BG,8.5,6.9,5.7,4.7,3.6,4.5,4.4,3.5,3.6,3.6
M,40-59,CH,4.1,4.2,3.9,3.7,3.5,4.0,4.3,3.3,3.2,3.3
M,40-59,CY,12.5,10.6,8.2,5.3,5.4,5.9,4.3,3.1,3.4,2.9
M,40-59,CZ,3.2,2.6,2.0,1.3,1.3,1.5,1.9,1.6,1.8,1.8
M,40-59,DE,4.1,3.5,3.1,2.9,2.7,3.2,3.1,2.6,2.5,2.7
M,40-59,DK,4.5,3.7,3.6,3.1,2.9,3.4,3.2,2.7,2.8,3.2
M,40-59,EE,5.5,7.5,6.1,5.4,4.4,6.3,7.0,4.8,5.5,7.3
M,40-59,GR,17.3,16.1,14.3,12.4,11.1,10.7,8.3,6.4,5.4,5.5
M,40-59,ES,17.5,15.3,12.9,11.1,10.1,10.4,9.8,8.9,8.0,7.7
M,40-59,FI,8.0,7.5,7.1,5.5,5.1,5.3,6.3,6.0,6.1,6.8
M,40-59,FR,7.7,7.4,6.9,6.5,6.1,5.5,5.6,5.1,5.0,5.0
M,40-59,HR,11.3,9.2,6.9,5.1,4.0,4.6,4.4,3.5,3.6,3.3
M,40-59,HU,5.2,3.9,3.0,2.6,2.4,3.2,3.0,2.9,3.1,3.5
M,40-59,IE,8.8,7.1,5.5,4.2,3.8,3.8,4.6,2.9,2.6,2.6
M,40-59,IS,2.4,1.4,1.3,1.5,1.6,3.7,4.4,2.5,3.0,3.0
M,40-59,IT,7.8,7.5,7.4,7.1,6.5,5.8,6.0,5.2,4.9,4.2
M,40-59,LT,10.6,9.0,9.1,7.4,7.1,8.6,7.8,6.7,7.4,7.4
M,40-59,LU,5.2,5.1,3.9,3.7,4.2,4.8,4.3,3.0,3.4,4.2
M,40-59,LV,11.8,11.5,10.2,8.3,7.1,9.1,8.7,7.5,6.9,8.3
M,40-59,ME,13.0,13.0,10.9,10.3,10.3,13.5,NaN,NaN,NaN,NaN
M,40-59,MK,19.9,18.4,17.7,16.7,12.5,13.4,13.8,12.7,10.3,10.5
M,40-59,MT,4.0,3.9,2.2,2.8,2.2,3.4,2.4,2.7,2.1,1.9
M,40-59,NL,5.3,4.2,3.4,2.7,2.3,2.2,2.6,1.7,1.8,1.8
M,40-59,NO,2.6,3.1,3.2,2.6,2.7,3.0,2.7,1.7,1.8,2.3
M,40-59,PL,5.6,4.4,3.6,2.8,2.2,2.2,2.5,2.1,2.1,2.0
M,40-59,PT,11.0,10.1,7.2,5.3,5.1,4.5,4.1,3.6,4.0,4.1
M,40-59,RO,5.7,4.9,4.0,3.3,2.8,3.7,4.1,4.2,4.2,3.6
M,40-59,RS,12.3,11.1,10.0,9.3,7.5,6.4,8.2,7.2,7.3,6.5
M,40-59,SE,5.0,5.1,4.8,4.4,4.8,5.6,6.1,5.2,5.1,5.3
M,40-59,SI,6.3,6.0,5.4,3.6,3.4,3.5,2.9,2.8,2.5,2.4
M,40-59,SK,8.7,7.4,6.6,5.2,4.2,4.6,5.3,4.2,4.1,3.3
M,40-59,TR,7.7,7.6,7.4,7.6,9.7,9.5,8.3,6.5,5.6,5.3
M,40-64,AT,5.0,5.2,4.8,4.1,3.5,4.2,5.3,3.9,4.4,4.4
M,40-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,10.6,9.4,8.6,7.8
M,40-64,BE,6.6,5.9,5.2,4.8,4.1,4.4,4.5,4.0,3.9,3.8
M,40-64,BG,8.7,7.0,5.7,4.7,3.6,4.4,4.5,3.6,3.6,3.6
M,40-64,CH,4.1,4.2,4.0,3.8,3.6,4.1,4.5,3.5,3.3,3.4
M,40-64,CY,13.3,11.0,8.3,5.6,5.6,5.9,4.4,3.5,3.6,3.0
M,40-64,CZ,3.2,2.8,1.9,1.4,1.3,1.5,1.9,1.6,1.8,1.7
M,40-64,DE,4.3,3.7,3.3,3.0,2.8,3.3,3.2,2.7,2.6,2.8
M,40-64,DK,4.4,3.7,3.7,3.1,3.0,3.5,3.5,2.7,2.8,3.5
M,40-64,EE,5.7,7.5,6.1,5.3,4.2,6.4,7.0,4.9,5.6,7.3
M,40-64,GR,17.3,16.4,14.7,12.5,11.3,10.7,8.3,6.6,5.4,5.4
M,40-64,ES,17.4,15.4,13.1,11.2,10.2,10.6,10.1,9.1,8.3,8.0
M,40-64,FI,8.1,7.5,7.3,6.0,5.7,6.0,6.8,6.9,6.9,7.5
M,40-64,FR,7.8,7.5,7.0,6.6,6.2,5.7,5.8,5.3,5.2,5.2
M,40-64,HR,11.3,9.2,7.0,4.9,4.1,4.7,4.5,3.9,3.8,3.2
M,40-64,HU,5.4,4.1,3.1,2.5,2.4,3.2,2.9,3.0,3.2,3.5
M,40-64,IE,8.8,7.0,5.5,4.3,3.8,3.8,4.8,3.0,2.8,2.8
M,40-64,IS,2.5,1.7,1.4,1.7,2.0,3.5,4.4,2.4,2.6,2.8
M,40-64,IT,7.6,7.3,7.2,6.9,6.4,5.7,6.0,5.1,4.8,4.1
M,40-64,LT,10.4,9.1,8.9,7.3,6.9,9.0,7.9,6.8,7.8,8.4
M,40-64,LU,5.3,5.0,3.9,3.7,4.3,4.8,4.5,3.2,3.8,4.2
M,40-64,LV,11.6,11.2,10.0,8.3,7.2,8.9,8.2,7.2,6.9,7.9
M,40-64,ME,12.6,12.5,10.5,9.8,9.4,12.8,NaN,NaN,NaN,NaN
M,40-64,MK,20.3,18.4,17.4,16.9,12.2,13.4,13.9,13.0,10.1,10.2
M,40-64,MT,4.3,3.7,2.3,3.2,2.1,3.2,2.6,2.6,2.2,2.2
M,40-64,NL,6.0,4.9,3.9,3.1,2.6,2.4,2.8,2.0,1.8,2.0
M,40-64,NO,2.4,3.0,3.0,2.5,2.6,2.9,2.7,1.7,1.7,2.2
M,40-64,PL,5.6,4.5,3.6,3.0,2.3,2.2,2.5,2.1,2.1,2.0
M,40-64,PT,11.3,10.3,7.4,5.5,5.2,4.9,4.5,3.8,4.3,4.3
M,40-64,RO,5.5,4.6,3.8,3.2,2.8,3.7,4.1,4.1,4.1,3.6
M,40-64,RS,12.1,10.8,9.7,9.1,7.2,6.2,8.1,7.3,7.3,6.4
M,40-64,SE,5.2,5.3,5.0,4.5,4.8,5.6,6.4,5.4,5.3,5.7
M,40-64,SI,6.5,6.1,5.4,3.7,3.7,3.5,3.1,3.0,2.7,2.6
M,40-64,SK,8.5,7.3,6.3,4.9,4.1,4.6,5.1,4.2,4.0,3.2
M,40-64,TR,7.6,7.5,7.3,7.4,9.6,9.3,8.2,6.5,5.6,5.3
M,45-49,AT,4.7,5.1,4.7,4.3,3.8,4.3,4.6,3.7,4.3,4.8
M,45-49,BA,NaN,NaN,NaN,NaN,NaN,NaN,10.3,8.4,8.1,7.3
M,45-49,BE,6.0,6.1,4.9,4.8,3.8,4.3,3.8,3.9,4.7,3.7
M,45-49,BG,8.4,6.2,5.3,4.8,3.1,3.7,4.2,3.7,3.5,3.9
M,45-49,CH,4.3,4.5,4.7,3.5,3.5,3.8,4.1,2.9,3.1,3.2
M,45-49,CY,12.0,8.8,4.8,4.6,6.1,7.0,3.8,3.3,2.7,2.7
M,45-49,CZ,2.9,2.0,1.8,1.1,1.1,1.1,1.3,1.5,1.7,1.4
M,45-49,DE,3.7,3.1,3.0,2.9,2.7,3.5,3.0,2.6,2.8,3.0
M,45-49,DK,4.4,3.7,3.7,2.0,2.5,2.9,2.8,2.3,2.9,3.1
M,45-49,EE,3.8,7.1,7.5,4.7,3.1,5.3,7.5,4.5,4.3,7.0
M,45-49,GR,16.6,15.8,13.6,13.5,11.0,9.5,8.4,7.2,4.7,5.3
M,45-49,ES,17.6,14.7,12.8,10.8,9.5,10.2,8.9,7.7,7.3,7.3
M,45-49,FI,7.5,6.8,6.6,4.5,4.0,4.5,6.1,5.5,6.3,5.8
M,45-49,FR,8.1,7.8,6.6,6.2,5.2,5.5,5.2,4.6,4.9,5.2
M,45-49,HR,10.6,9.2,5.8,4.8,3.8,3.9,4.5,3.5,3.0,3.0
M,45-49,HU,5.3,3.8,2.9,2.3,2.6,3.3,2.5,2.8,3.0,3.3
M,45-49,IE,8.8,6.6,5.1,3.9,3.5,3.3,4.1,NaN,NaN,NaN
M,45-49,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M,45-49,IT,8.1,8.2,7.5,7.1,6.9,6.4,5.9,5.0,5.0,4.0
M,45-49,LT,11.3,10.4,10.1,7.4,5.9,8.7,7.2,4.9,4.7,7.2
M,45-49,LU,6.1,6.0,2.9,3.6,4.2,5.1,3.9,2.5,NaN,NaN
M,45-49,LV,11.5,10.4,10.2,9.8,6.6,9.3,8.9,7.3,6.4,8.4
M,45-49,ME,11.6,14.7,12.5,10.8,14.1,17.8,NaN,NaN,NaN,NaN
M,45-49,MK,17.8,17.5,15.3,16.5,13.0,14.7,13.5,14.7,8.7,8.8
M,45-49,MT,3.0,5.6,NaN,3.9,3.4,NaN,NaN,NaN,NaN,NaN
M,45-49,NL,4.4,3.6,3.0,2.5,2.0,1.7,2.2,1.2,1.7,1.6
M,45-49,NO,2.9,2.4,NaN,NaN,NaN,3.2,NaN,NaN,NaN,NaN
M,45-49,PL,5.1,4.3,3.6,3.3,2.5,2.0,2.2,2.3,2.2,1.7
M,45-49,PT,10.4,9.5,6.4,4.8,4.6,4.6,3.7,3.0,3.7,3.9
M,45-49,RO,6.2,4.9,4.1,3.4,2.8,4.3,3.8,3.9,4.0,4.5
M,45-49,RS,11.4,10.3,9.7,8.7,6.2,6.2,8.4,7.2,7.1,5.9
M,45-49,SE,4.6,4.9,4.8,4.5,4.8,5.2,4.9,4.6,4.7,5.9
M,45-49,SI,6.1,4.4,4.0,2.3,3.1,3.1,2.5,2.3,2.6,2.6
M,45-49,SK,8.7,6.5,6.1,4.4,4.2,4.1,3.9,3.8,3.8,3.7
M,45-49,TR,6.8,7.5,7.3,7.4,10.0,9.8,8.1,6.1,5.5,5.0
M,50-54,AT,5.0,4.3,4.7,4.2,2.7,3.6,5.3,3.8,4.0,3.7
M,50-54,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.7,10.0,8.6,8.4
M,50-54,BE,6.7,5.6,5.1,4.1,3.9,3.8,4.2,3.9,3.3,3.5
M,50-54,BG,8.6,7.5,5.8,4.6,3.3,4.7,4.1,3.7,3.7,3.9
M,50-54,CH,3.7,3.6,4.2,3.9,3.6,4.1,4.5,3.5,3.0,2.9
M,50-54,CY,12.4,12.0,9.5,5.8,4.3,5.1,4.1,2.8,3.8,2.4
M,50-54,CZ,3.6,2.9,2.4,1.6,1.2,1.6,2.0,1.4,1.5,1.9
M,50-54,DE,4.0,3.5,3.0,2.7,2.4,2.8,2.8,2.2,2.2,2.6
M,50-54,DK,4.7,3.5,3.9,3.5,3.4,3.2,3.4,2.2,2.5,2.8
M,50-54,EE,5.9,7.5,6.5,5.9,5.4,6.7,6.1,5.8,7.9,7.3
M,50-54,GR,17.4,16.8,14.0,12.0,11.1,10.8,6.9,5.4,5.5,5.2
M,50-54,ES,18.0,15.7,13.4,11.9,10.4,10.6,10.1,10.0,8.1,7.7
M,50-54,FI,7.6,8.1,7.3,5.9,5.4,5.4,6.8,6.3,6.6,6.5
M,50-54,FR,7.5,7.0,6.8,6.1,6.4,5.5,5.7,4.5,4.8,4.6
M,50-54,HR,11.6,8.8,6.2,4.3,4.7,5.3,5.1,4.4,5.0,3.5
M,50-54,HU,6.0,4.9,3.6,3.0,2.2,2.8,3.1,3.3,3.4,4.0
M,50-54,IE,8.1,7.2,5.4,4.2,4.1,3.9,5.5,NaN,NaN,NaN
M,50-54,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.6
M,50-54,IT,7.5,7.0,7.2,7.0,6.2,5.7,5.9,5.1,4.6,4.3
M,50-54,LT,9.5,8.6,9.4,6.2,7.5,7.8,9.9,8.4,7.9,6.2
M,50-54,LU,4.1,3.9,5.9,3.8,3.8,3.6,3.8,4.0,NaN,NaN
M,50-54,LV,12.2,12.7,10.9,7.6,6.9,8.8,9.5,8.1,7.4,8.4
M,50-54,ME,13.6,10.5,NaN,10.0,10.0,9.8,NaN,NaN,NaN,NaN
M,50-54,MK,20.7,16.5,16.5,16.6,12.8,14.3,15.1,11.5,10.9,8.7
M,50-54,MT,3.4,3.6,NaN,3.6,NaN,NaN,NaN,NaN,NaN,NaN
M,50-54,NL,5.3,4.3,3.1,2.4,2.0,2.1,2.6,1.7,1.7,1.6
M,50-54,NO,2.8,2.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M,50-54,PL,6.1,4.5,3.7,2.5,2.2,2.2,2.8,2.6,2.1,1.8
M,50-54,PT,10.6,10.6,7.8,5.3,5.8,3.8,3.9,3.7,3.5,3.7
M,50-54,RO,5.3,4.4,3.8,3.1,2.7,3.0,4.2,4.0,3.6,3.4
M,50-54,RS,11.8,11.7,9.6,8.1,7.5,6.5,8.2,7.5,7.8,6.7
M,50-54,SE,5.1,4.6,4.0,4.1,4.6,4.3,5.7,5.1,5.4,5.2
M,50-54,SI,6.3,6.3,6.5,4.4,3.9,4.3,3.0,2.2,2.0,2.2
M,50-54,SK,9.3,8.3,7.2,5.9,4.1,4.5,4.4,NaN,3.9,NaN
M,50-54,TR,8.9,8.3,7.8,8.2,10.3,9.9,8.7,7.2,5.9,5.7
M,50-59,AT,5.5,5.1,4.7,4.1,3.2,3.9,5.3,3.8,4.3,3.9
M,50-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.0,9.8,8.9,7.9
M,50-59,BE,6.8,5.8,5.2,4.4,4.0,4.3,4.4,3.7,3.6,3.3
M,50-59,BG,8.8,7.9,6.4,5.2,3.9,4.6,4.3,3.7,3.7,3.5
M,50-59,CH,4.2,4.0,4.1,4.0,3.8,4.2,4.6,3.6,3.1,3.2
M,50-59,CY,14.2,12.6,9.7,5.8,5.2,5.8,4.7,3.5,4.3,2.5
M,50-59,CZ,4.0,3.4,2.3,1.6,1.7,1.8,2.0,1.5,1.8,2.0
M,50-59,DE,4.4,3.6,3.1,2.8,2.6,2.9,2.9,2.4,2.3,2.3
M,50-59,DK,4.4,3.9,3.8,3.5,3.2,3.6,3.5,2.8,2.8,3.1
M,50-59,EE,6.2,8.9,7.5,7.1,5.9,7.6,7.2,5.5,6.5,7.5
M,50-59,GR,17.9,17.9,15.1,12.3,11.3,11.3,7.7,5.8,5.1,5.1
M,50-59,ES,18.8,16.4,14.1,12.2,11.0,10.8,10.6,10.0,8.7,8.1
M,50-59,FI,8.5,8.4,7.8,6.3,6.4,6.2,7.0,6.7,6.7,7.3
M,50-59,FR,7.6,7.4,7.0,6.3,6.3,5.3,5.9,4.8,4.8,4.5
M,50-59,HR,12.2,10.3,6.6,4.7,3.4,4.5,4.2,3.7,3.9,3.0
M,50-59,HU,5.6,4.2,3.2,2.7,2.3,3.1,3.4,3.2,3.3,3.6
M,50-59,IE,8.5,7.5,5.6,4.3,3.9,4.2,5.5,3.0,2.7,2.4
M,50-59,IS,2.9,NaN,NaN,NaN,NaN,3.3,3.6,NaN,NaN,3.4
M,50-59,IT,7.2,6.8,7.1,7.0,6.2,5.5,5.7,5.0,4.5,4.0
M,50-59,LT,10.4,8.7,9.0,7.0,7.7,9.2,9.4,7.9,8.7,7.1
M,50-59,LU,4.3,4.8,4.7,4.1,4.0,4.3,4.3,3.7,NaN,NaN
M,50-59,LV,12.4,13.1,10.8,8.3,6.9,9.8,8.4,7.9,7.7,8.8
M,50-59,ME,13.2,10.5,7.1,9.0,9.3,10.5,NaN,NaN,NaN,NaN
M,50-59,MK,21.5,18.0,18.6,17.1,12.5,13.7,14.8,12.3,10.5,10.3
M,50-59,MT,4.3,3.9,2.2,2.7,NaN,3.8,2.0,3.1,NaN,2.1
M,50-59,NL,6.1,4.7,3.7,2.8,2.4,2.2,2.8,1.7,1.7,1.7
M,50-59,NO,2.4,2.8,2.7,2.0,2.2,2.1,2.2,NaN,1.7,1.6
M,50-59,PL,6.0,4.8,4.0,2.7,2.3,2.4,2.8,2.3,2.1,2.2
M,50-59,PT,12.2,11.7,8.2,5.6,5.8,4.9,4.6,3.9,4.0,4.3
M,50-59,RO,5.4,4.6,4.2,3.3,2.5,3.1,4.2,4.1,3.9,3.0
M,50-59,RS,12.7,11.0,9.9,8.9,7.4,6.5,7.9,7.3,7.8,7.1
M,50-59,SE,5.3,5.2,4.8,4.5,4.8,5.6,6.8,5.2,5.3,5.2
M,50-59,SI,6.9,6.7,7.0,4.9,3.7,3.8,3.2,2.8,2.4,2.5
M,50-59,SK,9.1,8.8,6.9,5.8,4.3,4.4,5.1,3.8,4.1,3.2
M,50-59,TR,8.7,8.0,8.2,8.6,10.2,9.6,8.8,7.3,6.0,5.9
M,50-64,AT,5.3,5.1,4.7,4.1,3.3,4.0,5.5,4.1,4.5,4.2
M,50-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.1,10.0,8.9,8.3
M,50-64,BE,6.5,5.5,5.2,4.5,4.1,4.3,4.7,3.9,3.5,3.5
M,50-64,BG,9.1,7.8,6.2,5.1,3.7,4.5,4.6,3.8,3.6,3.4
M,50-64,CH,4.1,4.0,4.2,4.1,3.9,4.3,4.9,3.8,3.3,3.4
M,50-64,CY,15.3,12.9,9.5,6.2,5.5,5.8,4.9,4.2,4.4,2.7
M,50-64,CZ,3.8,3.5,2.2,1.6,1.6,1.6,2.0,1.6,1.8,1.9
M,50-64,DE,4.7,3.9,3.4,3.0,2.8,3.1,3.1,2.7,2.5,2.5
M,50-64,DK,4.3,3.9,3.8,3.5,3.4,3.8,3.9,2.8,2.8,3.6
M,50-64,EE,6.5,8.7,7.3,6.6,5.1,7.5,7.1,5.6,6.5,7.4
M,50-64,GR,17.8,18.1,15.7,12.6,11.6,11.2,7.9,6.3,5.1,5.1
M,50-64,ES,18.3,16.3,14.2,12.3,11.1,11.1,11.0,10.2,9.1,8.5
M,50-64,FI,8.5,8.2,8.1,7.0,7.1,7.1,7.6,8.1,8.1,8.4
M,50-64,FR,7.7,7.6,7.1,6.7,6.6,5.6,6.1,5.3,5.2,5.0
M,50-64,HR,11.9,10.1,6.8,4.5,3.6,4.7,4.4,4.4,4.2,2.9
M,50-64,HU,6.0,4.5,3.3,2.6,2.2,3.0,3.1,3.2,3.4,3.7
M,50-64,IE,8.5,7.2,5.7,4.6,3.9,4.2,5.5,3.1,3.0,2.7
M,50-64,IS,2.9,2.1,NaN,1.8,2.1,3.2,3.8,1.8,NaN,3.0
M,50-64,IT,6.9,6.7,6.7,6.6,6.0,5.4,5.8,4.9,4.5,3.9
M,50-64,LT,10.1,8.9,8.8,7.0,7.2,9.6,9.1,7.6,9.0,8.9
M,50-64,LU,4.7,4.6,4.6,4.0,4.2,4.2,4.7,4.2,5.2,NaN
M,50-64,LV,11.9,12.1,10.1,8.2,7.1,9.3,7.6,7.4,7.3,8.1
M,50-64,ME,12.5,9.8,6.9,8.3,8.0,9.8,NaN,NaN,NaN,NaN
M,50-64,MK,21.8,18.1,17.8,17.4,11.9,13.6,14.6,12.9,10.2,9.8
M,50-64,MT,4.9,3.6,2.4,3.5,1.6,3.3,2.5,2.7,NaN,2.9
M,50-64,NL,7.2,5.9,4.5,3.5,2.8,2.4,3.1,2.2,1.8,2.0
M,50-64,NO,2.2,2.7,2.5,1.9,2.2,2.2,2.3,1.5,1.6,1.7
M,50-64,PL,6.0,4.8,4.0,3.0,2.5,2.4,2.8,2.2,2.1,2.2
M,50-64,PT,12.5,11.7,8.5,6.0,6.0,5.5,5.3,4.1,4.5,4.6
M,50-64,RO,5.0,4.1,3.8,3.0,2.6,3.2,4.2,4.0,3.8,2.9
M,50-64,RS,12.2,10.5,9.3,8.7,6.9,6.1,7.8,7.3,7.6,6.8
M,50-64,SE,5.7,5.5,5.0,4.7,4.9,5.7,7.0,5.5,5.5,5.9
M,50-64,SI,7.3,6.9,6.9,4.9,4.3,3.9,3.5,3.3,2.9,2.9
M,50-64,SK,8.7,8.3,6.3,5.1,4.0,4.4,4.8,3.9,3.7,2.9
M,50-64,TR,8.4,7.8,7.8,8.1,9.9,9.1,8.4,7.2,5.9,5.8
M,50-74,AT,5.0,4.8,4.5,3.9,3.2,3.9,5.2,3.9,4.4,4.1
M,50-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,11.0,9.8,8.8,8.1
M,50-74,BE,6.3,5.3,5.1,4.4,4.0,4.1,4.6,3.7,3.5,3.4
M,50-74,BG,8.8,7.5,6.0,4.9,3.7,4.3,4.4,3.7,3.6,3.3
M,50-74,CH,3.9,3.6,3.8,3.7,3.6,4.0,4.5,3.5,3.3,3.4
M,50-74,CY,14.3,12.2,8.8,5.7,5.1,5.3,4.3,3.9,4.1,2.6
M,50-74,CZ,3.7,3.3,2.1,1.5,1.5,1.5,1.9,1.5,1.7,1.8
M,50-74,DE,4.4,3.7,3.2,2.8,2.6,2.9,3.0,2.5,2.4,2.4
M,50-74,DK,3.9,3.6,3.5,3.1,3.1,3.5,3.9,2.7,2.8,3.5
M,50-74,EE,6.1,8.0,6.7,6.5,4.8,7.1,6.3,5.0,6.1,6.5
M,50-74,GR,17.6,18.0,15.5,12.5,11.5,11.0,7.9,6.5,5.3,5.1
M,50-74,ES,18.0,16.0,13.9,12.1,10.9,10.9,10.8,10.0,8.9,8.4
M,50-74,FI,7.8,7.5,7.4,6.5,6.5,6.5,6.9,7.5,7.6,7.8
M,50-74,FR,7.5,7.3,6.9,6.5,6.4,5.5,6.1,5.1,5.2,5.0
M,50-74,HR,11.5,9.7,6.7,4.3,3.5,4.7,4.4,4.2,4.0,2.8
M,50-74,HU,5.9,4.4,3.1,2.5,2.2,2.9,3.1,3.1,3.2,3.6
M,50-74,IE,7.7,6.7,5.2,4.2,3.6,3.9,5.1,2.9,2.7,2.5
M,50-74,IS,2.5,1.8,NaN,1.7,1.9,2.9,3.7,1.8,NaN,2.6
M,50-74,IT,6.6,6.4,6.4,6.3,5.7,5.1,5.5,4.8,4.3,3.7
M,50-74,LT,9.6,8.5,8.2,6.5,6.6,8.7,8.2,6.8,8.0,8.0
M,50-74,LU,4.6,4.6,4.7,3.9,4.2,4.2,4.5,4.3,5.2,NaN
M,50-74,LV,10.9,11.1,9.7,7.8,6.8,8.4,6.8,6.8,6.6,7.1
M,50-74,ME,11.9,9.7,6.6,7.7,7.7,9.3,NaN,NaN,NaN,NaN
M,50-74,MK,21.1,17.5,17.3,16.8,11.5,13.0,14.0,12.3,9.9,9.5
M,50-74,MT,4.7,3.6,2.2,3.2,1.5,3.1,2.2,2.5,NaN,2.7
M,50-74,NL,7.1,5.7,4.4,3.6,3.0,2.5,3.1,2.5,2.1,2.2
M,50-74,NO,2.0,2.5,2.3,1.7,2.1,2.2,2.2,1.4,1.5,1.8
M,50-74,PL,5.7,4.6,3.8,2.9,2.3,2.3,2.6,2.1,2.0,2.1
M,50-74,PT,11.3,10.5,7.8,5.4,5.4,5.0,4.9,3.9,4.3,4.3
M,50-74,RO,4.5,3.7,3.4,2.7,2.4,3.0,4.2,4.0,3.8,2.9
M,50-74,RS,11.2,9.4,8.3,7.7,6.0,5.3,7.0,6.8,7.2,6.1
M,50-74,SE,5.2,5.1,4.7,4.4,4.6,5.1,6.5,5.3,5.3,5.7
M,50-74,SI,6.9,6.6,6.5,4.6,4.1,3.7,3.5,3.3,3.0,3.2
M,50-74,SK,8.5,8.2,6.2,4.9,3.8,4.2,4.6,3.9,3.5,2.7
M,50-74,TR,7.8,7.3,7.2,7.6,9.2,8.5,7.9,6.9,5.6,5.5
M,55-59,AT,6.1,6.1,4.7,4.0,3.8,4.4,5.4,3.8,4.6,4.2
M,55-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,10.1,9.7,9.1,7.3
M,55-59,BE,7.0,6.1,5.4,4.8,4.1,4.8,4.6,3.6,3.8,3.1
M,55-59,BG,9.1,8.3,7.0,5.9,4.5,4.5,4.6,3.7,3.7,3.0
M,55-59,CH,4.8,4.5,4.1,4.1,4.0,4.3,4.7,3.7,3.3,3.5
M,55-59,CY,16.3,13.4,9.9,5.8,6.1,6.5,5.3,4.3,4.7,2.5
M,55-59,CZ,4.5,4.0,2.1,1.6,2.3,2.0,2.1,1.7,2.1,2.0
M,55-59,DE,4.9,3.7,3.2,2.9,2.7,3.1,3.0,2.6,2.3,2.1
M,55-59,DK,4.1,4.4,3.8,3.4,2.9,4.0,3.7,3.4,3.1,3.4
M,55-59,EE,6.6,10.4,8.6,8.5,6.4,8.7,8.4,5.2,NaN,7.7
M,55-59,GR,18.7,19.4,16.6,12.7,11.6,12.1,8.9,6.3,4.4,5.1
M,55-59,ES,19.7,17.3,15.0,12.7,11.7,11.0,11.3,10.0,9.4,8.6
M,55-59,FI,9.6,8.7,8.4,6.9,7.4,6.9,7.1,7.0,6.8,8.1
M,55-59,FR,7.7,7.8,7.2,6.5,6.3,5.1,6.0,5.2,4.7,4.3
M,55-59,HR,12.8,12.1,7.1,5.1,1.9,3.7,3.2,3.1,2.7,2.5
M,55-59,HU,5.1,3.6,2.7,2.3,2.4,3.5,3.8,3.1,3.2,3.1
M,55-59,IE,9.0,7.7,6.0,4.5,3.7,4.6,5.4,NaN,NaN,NaN
M,55-59,IS,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M,55-59,IT,6.7,6.5,6.9,6.9,6.1,5.2,5.5,4.8,4.4,3.8
M,55-59,LT,11.4,8.8,8.7,7.8,7.9,10.6,8.8,7.3,9.6,8.1
M,55-59,LU,4.8,6.3,NaN,4.4,4.3,5.3,5.1,3.4,NaN,NaN
M,55-59,LV,12.5,13.5,10.7,9.0,6.9,10.8,7.2,7.8,7.9,9.2
M,55-59,ME,12.6,10.4,NaN,NaN,NaN,11.5,NaN,NaN,NaN,NaN
M,55-59,MK,22.3,19.6,21.0,17.8,12.1,13.0,14.5,13.1,10.1,12.0
M,55-59,MT,5.2,4.2,NaN,NaN,NaN,4.5,NaN,NaN,NaN,NaN
M,55-59,NL,7.1,5.2,4.2,3.3,2.9,2.4,2.9,1.7,1.7,1.9
M,55-59,NO,2.0,2.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
M,55-59,PL,6.0,5.1,4.3,3.0,2.4,2.6,2.9,1.9,2.1,2.6
M,55-59,PT,14.1,12.9,8.8,6.0,5.8,6.1,5.3,4.1,4.5,5.0
M,55-59,RO,5.5,4.9,4.7,3.6,2.2,3.4,4.2,4.3,4.3,2.3
