SEX,AGE,ISO,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
F,30-34,CZ,7.5,5.8,4.6,3.1,3.4,4.5,5.0,3.2,4.8,4.1
F,30-34,DE,4.6,4.4,3.6,3.4,3.3,4.1,3.4,3.1,3.3,3.7
F,30-34,DK,7.2,8.9,6.3,7.5,5.7,7.0,5.3,4.7,5.8,7.0
F,30-34,EE,4.4,7.6,7.7,6.1,6.6,9.3,6.0,4.9,7.1,8.8
F,30-34,GR,30.8,32.5,28.1,27.9,26.9,24.4,24.5,17.0,16.3,17.2
F,30-34,ES,23.2,21.0,18.1,17.2,16.3,18.7,16.2,13.8,13.7,11.8
F,30-34,FI,7.8,7.8,8.4,7.9,6.6,6.8,6.0,5.0,5.3,7.8
F,30-34,FR,10.7,11.2,10.8,9.3,8.7,8.3,7.7,6.6,7.2,7.0
F,30-34,HR,18.2,13.0,13.0,8.6,8.9,9.8,10.7,7.8,7.6,5.2
F,30-34,HU,7.6,5.0,4.1,4.2,3.0,4.8,5.0,3.5,4.3,4.3
F,30-34,IE,7.6,7.1,5.3,5.1,4.3,5.3,4.9,3.9,4.4,NaN
F,30-34,IS,6.0,NaN,NaN,NaN,NaN,6.5,8.3,NaN,NaN,NaN
F,30-34,IT,15.9,15.6,15.5,14.6,14.2,13.4,13.7,11.9,9.6,8.3
F,30-34,LT,5.3,4.7,3.9,4.1,5.2,7.2,5.4,3.6,6.4,5.9
F,30-34,LU,8.1,8.1,6.1,5.6,5.5,9.4,4.0,2.9,NaN,NaN
F,30-34,LV,7.9,8.1,9.6,6.6,6.9,6.3,8.7,5.3,6.6,6.3
F,30-34,ME,19.3,20.2,18.0,15.4,16.6,20.7,NaN,NaN,NaN,NaN
F,30-34,MK,24.0,21.6,22.7,22.8,17.7,15.7,15.2,15.9,15.3,15.3
F,30-34,MT,NaN,2.8,3.4,6.1,4.8,3.2,2.6,2.6,NaN,3.5
F,30-34,NL,5.9,5.0,4.5,2.7,3.2,3.4,4.2,3.2,3.1,3.3
F,30-34,NO,5.1,5.2,4.6,3.8,NaN,4.9,3.4,NaN,NaN,3.6
F,30-34,PL,7.6,6.1,4.7,4.3,4.0,3.6,4.3,3.0,2.5,4.0
F,30-34,PT,11.3,11.0,9.3,6.2,7.0,8.0,7.3,6.4,6.7,6.3
F,30-34,RO,4.7,4.6,3.2,2.8,2.6,5.0,4.7,4.3,5.4,5.0
F,30-34,RS,21.4,19.0,16.2,15.8,12.3,10.5,13.4,10.2,11.5,10.6
F,30-34,SE,6.2,5.6,5.9,6.0,6.1,7.8,8.8,6.2,6.4,8.3
F,30-34,SI,10.9,10.5,10.0,8.3,5.9,7.1,6.2,5.1,4.5,5.6
F,30-34,SK,15.4,10.8,8.5,8.3,8.4,6.0,NaN,6.2,6.3,7.2
F,30-34,TR,12.4,14.4,14.0,13.7,16.5,14.2,14.0,13.7,13.5,12.9
F,30-54,AT,4.8,5.1,4.7,4.0,4.0,4.8,5.6,4.1,4.2,4.4
F,30-54,BA,NaN,NaN,NaN,NaN,NaN,NaN,19.9,17.4,15.6,16.0
F,30-54,BE,6.6,6.2,5.5,4.5,4.0,4.3,4.9,4.3,4.0,4.4
F,30-54,BG,7.4,6.4,5.5,4.5,3.5,4.4,4.6,3.8,4.1,3.7
F,30-54,CH,4.4,4.8,5.1,5.1,4.6,5.2,5.0,4.3,4.1,4.3
F,30-54,CY,11.4,10.7,9.6,7.9,6.9,7.0,6.2,5.4,5.2,4.8
F,30-54,CZ,5.5,4.0,3.3,2.5,2.2,2.6,3.2,2.5,2.7,2.7
F,30-54,DE,3.9,3.4,2.9,2.6,2.5,3.1,2.7,2.6,2.6,3.0
F,30-54,DK,5.4,5.3,4.7,4.1,3.9,4.4,3.7,3.2,3.7,4.7
F,30-54,EE,5.7,5.4,5.1,5.2,4.6,5.6,4.7,4.5,5.8,6.8
F,30-54,GR,26.8,26.3,23.9,22.6,20.5,18.7,17.3,14.9,13.3,12.1
F,30-54,ES,21.6,19.5,17.4,15.4,14.4,15.6,14.8,13.4,12.3,10.9
F,30-54,FI,6.8,6.9,6.5,5.7,4.6,5.3,5.3,5.0,4.6,5.8
F,30-54,FR,8.2,8.3,8.2,7.7,7.0,6.4,6.2,5.8,5.9,5.7
F,30-54,HR,14.4,11.6,9.5,7.3,5.2,5.2,6.0,5.9,5.1,3.8
F,30-54,HU,6.2,4.2,3.7,3.4,3.0,3.7,3.6,3.0,3.6,3.6
F,30-54,IE,7.7,6.6,5.1,4.7,3.8,4.2,4.8,3.6,3.2,3.2
F,30-54,IS,3.5,2.5,1.5,1.7,2.3,4.2,5.7,2.4,2.0,1.9
F,30-54,IT,10.6,10.9,10.9,10.6,10.2,9.3,9.7,8.6,8.2,6.9
F,30-54,LT,7.4,6.4,5.4,4.9,5.0,6.7,5.7,4.8,6.1,5.5
F,30-54,LU,6.2,5.6,5.0,5.0,4.6,6.2,4.6,3.2,4.1,5.3
F,30-54,LV,8.3,8.2,7.2,5.7,4.9,6.3,6.6,5.6,5.4,5.2
F,30-54,ME,15.3,15.4,15.3,14.0,15.4,16.2,NaN,NaN,NaN,NaN
F,30-54,MK,21.7,18.8,17.1,15.4,15.0,12.4,10.6,10.5,9.7,9.0
F,30-54,MT,4.2,4.5,3.4,3.4,4.5,4.4,2.7,2.6,2.9,2.5
F,30-54,NL,6.3,5.4,4.1,3.0,2.7,2.9,3.4,2.6,2.5,2.7
F,30-54,NO,3.4,3.3,3.2,3.0,2.8,3.4,3.1,2.2,2.3,2.8
F,30-54,PL,6.6,5.2,4.1,3.1,3.0,2.7,2.8,2.3,2.1,2.5
F,30-54,PT,10.9,9.5,8.0,6.2,5.9,5.9,5.4,5.3,5.5,5.6
F,30-54,RO,4.5,3.7,2.9,2.6,2.4,3.7,3.8,3.7,4.1,3.9
F,30-54,RS,16.2,14.4,13.0,12.5,10.1,8.5,11.8,9.2,9.3,7.9
F,30-54,SE,5.3,4.9,4.8,4.9,5.2,6.7,7.3,5.7,5.8,6.5
F,30-54,SI,8.7,7.5,6.4,5.1,4.2,4.9,4.4,3.3,2.9,3.0
F,30-54,SK,11.9,9.2,7.4,6.3,5.4,6.2,5.9,5.9,5.7,5.7
F,30-54,TR,9.8,10.8,10.8,10.8,13.0,11.3,11.0,10.5,10.1,9.1
F,30-64,AT,4.6,4.9,4.5,4.0,3.8,4.6,5.4,3.9,3.9,4.0
F,30-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,18.7,16.5,14.6,14.8
F,30-64,BE,6.3,6.2,5.7,4.3,4.0,4.2,4.8,4.1,3.8,4.1
F,30-64,BG,7.5,6.4,5.4,4.4,3.5,4.3,4.5,3.7,3.9,3.6
F,30-64,CH,4.3,4.5,4.7,4.8,4.3,4.7,4.8,4.1,3.9,4.0
F,30-64,CY,11.6,10.4,8.9,7.4,6.7,6.8,6.3,5.2,5.0,4.5
F,30-64,CZ,5.4,4.0,3.2,2.4,2.1,2.5,3.1,2.5,2.6,2.6
F,30-64,DE,3.9,3.4,3.0,2.6,2.5,3.0,2.7,2.5,2.5,2.7
F,30-64,DK,5.3,5.0,4.4,4.1,3.8,4.4,3.7,3.1,3.5,4.4
F,30-64,EE,5.6,5.9,4.9,4.9,4.2,5.6,4.9,4.4,5.9,6.5
F,30-64,GR,25.5,25.3,23.3,22.0,19.7,17.7,16.7,14.3,12.5,11.6
F,30-64,ES,21.1,19.1,17.1,15.4,14.3,15.2,15.0,13.5,12.5,11.2
F,30-64,FI,6.9,6.9,6.7,5.8,4.7,5.7,5.7,5.2,4.9,5.8
F,30-64,FR,7.9,7.9,7.7,7.5,7.0,6.3,6.2,5.7,5.7,5.6
F,30-64,HR,13.9,11.0,9.3,6.8,5.1,5.2,5.7,5.7,5.1,3.8
F,30-64,HU,6.1,4.3,3.8,3.3,2.9,3.5,3.4,3.0,3.5,3.7
F,30-64,IE,7.5,6.5,5.2,4.6,3.8,4.1,4.9,3.6,3.2,3.2
F,30-64,IS,3.4,2.2,1.5,1.7,2.1,4.1,5.2,2.4,1.8,2.0
F,30-64,IT,9.5,9.8,9.7,9.4,9.1,8.3,8.7,7.7,7.4,6.1
F,30-64,LT,7.3,6.4,5.6,5.5,5.5,7.4,6.3,5.3,6.4,6.0
F,30-64,LU,5.9,5.4,4.9,4.7,4.4,5.8,4.4,3.4,3.9,4.9
F,30-64,LV,8.1,7.9,7.2,6.0,5.2,6.4,6.5,5.4,5.3,5.2
F,30-64,ME,14.5,14.2,13.9,12.8,14.2,15.1,NaN,NaN,NaN,NaN
F,30-64,MK,21.0,18.2,16.4,15.3,14.7,12.1,10.6,9.8,9.0,8.5
F,30-64,MT,4.1,4.4,3.2,3.5,4.1,4.5,2.9,2.3,2.7,2.4
F,30-64,NL,6.6,5.8,4.5,3.5,2.8,2.9,3.3,2.7,2.5,2.6
F,30-64,NO,3.0,2.8,2.7,2.6,2.4,3.0,2.7,2.0,2.0,2.5
F,30-64,PL,6.3,4.9,3.9,2.9,2.8,2.5,2.7,2.2,2.0,2.4
F,30-64,PT,10.9,9.5,8.0,6.3,6.0,5.7,5.3,5.4,5.6,5.6
F,30-64,RO,4.2,3.5,2.8,2.5,2.3,3.7,3.8,3.6,4.0,3.7
F,30-64,RS,15.2,13.2,11.8,11.7,9.4,7.7,10.9,8.8,8.6,7.7
F,30-64,SE,5.1,4.8,4.7,4.6,4.9,6.3,7.0,5.6,5.6,6.3
F,30-64,SI,8.5,7.2,6.3,4.9,4.2,4.7,4.4,3.3,3.0,3.0
F,30-64,SK,11.7,9.3,7.2,6.3,5.4,6.0,5.9,5.7,5.4,5.3
F,30-64,TR,9.1,10.0,10.0,9.9,12.0,10.5,10.3,9.8,9.4,8.5
F,30-74,AT,4.5,4.8,4.4,3.9,3.8,4.5,5.3,3.8,3.9,4.0
F,30-74,BA,NaN,NaN,NaN,NaN,NaN,NaN,18.6,16.4,14.5,14.6
F,30-74,BE,6.2,6.1,5.7,4.3,4.0,4.2,4.8,4.1,3.8,4.1
F,30-74,BG,7.5,6.4,5.4,4.3,3.5,4.3,4.4,3.6,3.9,3.6
F,30-74,CH,4.2,4.3,4.6,4.6,4.2,4.6,4.7,4.0,3.8,3.9
F,30-74,CY,11.5,10.2,8.8,7.3,6.6,6.7,6.2,5.1,4.9,4.5
F,30-74,CZ,5.3,3.9,3.2,2.4,2.1,2.5,3.0,2.4,2.5,2.5
F,30-74,DE,3.9,3.4,2.9,2.6,2.4,3.0,2.7,2.5,2.4,2.7
F,30-74,DK,5.1,4.8,4.3,4.0,3.7,4.3,3.7,3.1,3.5,4.4
F,30-74,EE,5.6,5.6,4.7,4.8,4.0,5.4,4.7,4.1,5.6,6.2
F,30-74,GR,25.3,25.1,23.1,21.8,19.6,17.6,16.6,14.1,12.4,11.5
F,30-74,ES,21.0,19.0,17.0,15.3,14.2,15.1,14.8,13.3,12.4,11.2
F,30-74,FI,6.7,6.8,6.5,5.7,4.7,5.6,5.6,5.1,4.9,5.8
F,30-74,FR,7.9,7.8,7.7,7.4,6.9,6.3,6.1,5.7,5.7,5.5
F,30-74,HR,13.7,10.8,9.2,6.7,5.0,5.2,5.8,5.7,5.1,3.9
F,30-74,HU,6.0,4.3,3.8,3.3,2.8,3.5,3.4,3.0,3.5,3.7
F,30-74,IE,7.5,6.4,5.1,4.5,3.7,4.1,4.8,3.5,3.2,3.1
F,30-74,IS,3.3,2.1,1.5,1.8,2.0,4.0,5.0,2.3,1.9,2.1
F,30-74,IT,9.4,9.7,9.6,9.2,8.9,8.2,8.6,7.7,7.2,6.0
F,30-74,LT,7.1,6.2,5.4,5.3,5.3,7.1,6.0,5.1,6.1,5.7
F,30-74,LU,5.9,5.4,4.9,4.7,4.4,5.7,4.4,3.4,3.9,5.0
F,30-74,LV,8.0,7.7,6.9,5.8,4.9,6.1,6.1,5.1,5.0,4.9
F,30-74,ME,14.3,13.9,13.6,12.6,14.0,14.7,NaN,NaN,NaN,NaN
F,30-74,MK,20.8,18.0,16.2,15.1,14.5,11.9,10.5,9.7,8.9,8.5
F,30-74,MT,4.1,4.3,3.2,3.5,4.1,4.5,3.0,2.4,2.6,2.3
F,30-74,NL,6.5,5.8,4.5,3.5,2.8,2.8,3.4,2.8,2.6,2.6
F,30-74,NO,2.9,2.7,2.6,2.5,2.3,2.9,2.6,1.9,2.0,2.4
F,30-74,PL,6.2,4.9,3.8,2.9,2.8,2.5,2.6,2.2,2.0,2.3
F,30-74,PT,10.6,9.3,7.9,6.2,5.9,5.6,5.2,5.3,5.5,5.5
F,30-74,RO,4.0,3.3,2.7,2.4,2.3,3.5,3.8,3.6,4.0,3.7
F,30-74,RS,14.9,12.8,11.4,11.3,9.1,7.4,10.6,8.5,8.4,7.5
F,30-74,SE,5.0,4.7,4.6,4.5,4.8,6.1,6.9,5.5,5.6,6.2
F,30-74,SI,8.4,7.1,6.2,4.9,4.2,4.7,4.3,3.4,3.2,3.1
F,30-74,SK,11.6,9.2,7.1,6.2,5.3,5.9,5.8,5.6,5.3,5.2
F,30-74,TR,8.8,9.8,9.7,9.7,11.8,10.2,10.0,9.6,9.2,8.3
F,35-39,AT,5.0,6.7,5.2,4.6,4.1,6.1,5.8,4.3,5.1,5.3
F,35-39,BA,NaN,NaN,NaN,NaN,NaN,NaN,20.8,16.8,16.1,17.8
F,35-39,BE,6.1,6.5,6.3,5.1,5.0,4.0,5.6,5.8,4.6,5.2
F,35-39,BG,6.6,6.2,5.5,4.6,3.9,4.6,4.4,3.9,5.4,3.4
F,35-39,CH,4.9,4.5,5.9,5.2,4.3,5.8,5.9,5.1,4.5,4.5
F,35-39,CY,11.2,10.8,9.4,8.2,7.1,6.6,5.7,5.1,4.5,5.9
F,35-39,CZ,6.5,3.9,4.4,3.6,2.6,2.6,4.4,2.9,3.9,3.9
F,35-39,DE,3.9,3.9,3.4,3.1,2.7,3.1,3.1,3.0,3.1,3.7
F,35-39,DK,5.6,6.4,7.4,4.6,4.8,5.2,4.0,3.5,4.4,5.7
F,35-39,EE,6.0,6.3,4.0,5.5,4.1,6.1,4.1,5.3,7.0,7.2
F,35-39,GR,29.0,27.4,26.3,24.3,22.4,19.3,18.9,18.4,15.7,12.0
F,35-39,ES,20.7,19.0,16.8,14.8,13.5,16.7,15.3,13.9,12.9,10.7
F,35-39,FI,7.6,7.5,6.4,5.7,5.1,6.4,6.1,5.1,5.2,6.9
F,35-39,FR,8.9,9.2,8.6,9.1,8.1,7.5,7.2,6.6,5.7,6.2
F,35-39,HR,14.8,11.9,8.0,8.7,6.0,4.4,5.0,5.3,4.1,5.4
F,35-39,HU,7.0,4.7,4.6,3.9,3.6,4.7,4.2,4.0,4.5,3.9
F,35-39,IE,7.2,6.4,4.5,4.3,4.1,4.1,4.6,3.9,3.7,3.9
F,35-39,IS,NaN,NaN,NaN,NaN,NaN,NaN,5.8,NaN,NaN,NaN
F,35-39,IT,11.8,12.5,11.9,11.4,11.8,10.3,10.1,9.7,9.7,7.7
F,35-39,LT,7.8,4.8,4.1,5.9,4.4,5.7,5.5,5.9,7.4,6.2
F,35-39,LU,4.5,4.5,4.6,5.7,5.5,6.2,4.7,2.4,NaN,NaN
F,35-39,LV,10.2,9.3,8.0,7.3,4.7,7.0,5.3,4.9,5.7,6.7
F,35-39,ME,17.5,17.3,19.4,15.6,15.6,12.7,NaN,NaN,NaN,NaN
F,35-39,MK,22.6,20.5,15.8,14.9,13.7,12.5,10.1,9.0,8.9,10.3
F,35-39,MT,4.1,4.8,3.5,NaN,7.5,4.3,NaN,3.9,NaN,NaN
F,35-39,NL,6.3,5.2,3.6,3.1,2.7,2.7,3.8,3.1,3.0,3.2
F,35-39,NO,4.5,3.8,4.4,4.9,3.9,4.6,3.9,NaN,NaN,3.2
F,35-39,PL,6.3,4.9,4.1,3.2,3.6,3.1,2.8,2.3,2.3,2.5
F,35-39,PT,10.3,9.3,8.6,5.5,5.8,5.9,5.1,5.9,6.0,6.2
F,35-39,RO,4.8,3.1,2.6,2.7,2.3,3.3,3.0,3.7,4.3,4.2
F,35-39,RS,17.6,16.2,14.5,14.3,13.2,10.1,13.3,10.8,9.4,8.9
F,35-39,SE,6.7,6.3,5.3,6.2,4.9,7.6,9.3,7.3,6.7,6.8
F,35-39,SI,10.2,8.9,6.5,4.8,5.7,5.5,4.8,4.6,2.7,3.5
F,35-39,SK,11.4,11.0,8.1,7.2,5.7,9.1,6.9,5.3,7.0,6.6
F,35-39,TR,10.8,11.8,12.4,12.1,13.5,11.9,11.8,11.9,11.6,10.1
F,40-44,AT,4.8,4.7,5.2,4.0,5.1,4.4,5.8,4.2,4.0,4.0
F,40-44,BA,NaN,NaN,NaN,NaN,NaN,NaN,18.5,14.4,13.0,16.0
F,40-44,BE,6.7,5.5,4.6,4.7,3.3,4.2,4.8,3.6,4.1,3.6
F,40-44,BG,7.7,6.1,5.6,4.5,3.5,4.2,4.4,3.2,3.9,3.8
F,40-44,CH,4.4,4.8,5.4,5.6,4.9,5.0,4.2,4.0,3.2,4.3
F,40-44,CY,10.8,9.4,10.4,7.1,5.6,4.9,5.9,4.6,5.3,4.7
F,40-44,CZ,5.1,3.9,2.8,2.1,1.9,2.3,2.6,3.0,2.3,2.2
F,40-44,DE,3.8,3.2,3.0,2.5,2.7,2.9,2.7,2.8,2.8,2.9
F,40-44,DK,4.5,4.0,3.7,3.7,3.5,4.1,3.6,3.1,3.8,4.3
F,40-44,EE,6.4,5.0,5.7,5.4,5.8,5.0,4.9,5.3,4.8,5.9
F,40-44,GR,26.2,25.1,23.3,22.1,18.6,18.5,16.5,15.7,13.0,12.9
F,40-44,ES,21.3,18.7,17.1,14.7,14.0,14.6,13.6,12.7,11.3,11.0
F,40-44,FI,5.9,6.4,6.7,4.5,3.8,4.3,4.6,4.0,4.4,5.0
F,40-44,FR,7.8,7.2,7.7,7.4,6.6,6.3,5.8,5.8,6.7,5.8
F,40-44,HR,13.2,10.7,9.6,6.3,4.7,3.9,4.0,4.2,4.2,2.9
F,40-44,HU,5.9,3.9,3.5,3.6,3.6,3.8,3.0,2.6,3.6,3.3
F,40-44,IE,7.8,7.3,5.7,4.7,3.8,3.9,5.4,3.8,2.9,NaN
F,40-44,IS,NaN,NaN,NaN,NaN,NaN,NaN,6.0,NaN,NaN,NaN
F,40-44,IT,10.3,11.2,11.1,11.1,10.4,9.8,9.8,8.6,8.1,7.3
F,40-44,LT,7.6,6.9,5.5,5.4,5.7,6.2,6.0,3.6,5.4,4.7
F,40-44,LU,4.6,4.5,5.5,5.7,4.8,4.5,4.3,3.8,NaN,NaN
F,40-44,LV,8.0,8.2,7.6,4.4,NaN,6.6,7.7,7.2,5.0,4.4
F,40-44,ME,15.9,15.0,13.5,15.9,16.8,16.1,NaN,NaN,NaN,NaN
F,40-44,MK,19.8,16.5,15.3,11.1,14.7,10.7,9.1,8.3,8.3,6.5
F,40-44,MT,4.8,6.4,3.3,NaN,3.8,3.8,NaN,NaN,NaN,3.8
F,40-44,NL,6.4,5.5,3.7,2.6,2.8,3.6,3.5,2.3,2.6,2.7
F,40-44,NO,3.0,2.7,NaN,NaN,NaN,NaN,3.7,NaN,NaN,NaN
F,40-44,PL,6.3,5.2,3.8,2.6,2.6,2.3,2.5,2.0,2.1,2.1
F,40-44,PT,11.2,8.8,7.9,7.9,5.8,5.5,5.0,4.6,5.0,4.9
F,40-44,RO,4.5,4.0,2.8,1.9,1.9,3.4,4.0,3.8,3.6,3.9
F,40-44,RS,14.2,12.9,12.2,10.4,9.1,8.7,10.7,8.3,9.2,7.1
F,40-44,SE,4.7,4.6,4.9,4.4,5.5,6.5,7.0,5.3,5.8,6.5
F,40-44,SI,7.7,5.9,6.4,5.7,4.1,4.9,5.2,2.8,2.9,2.9
F,40-44,SK,11.7,7.5,6.0,5.7,4.5,6.1,6.2,7.0,6.1,6.2
F,40-44,TR,8.6,9.9,9.9,10.2,13.1,11.3,10.6,10.2,9.0,7.8
F,40-59,AT,4.2,4.3,4.4,3.6,3.5,3.8,5.0,3.7,3.6,3.4
F,40-59,BA,NaN,NaN,NaN,NaN,NaN,NaN,17.5,15.5,13.3,14.2
F,40-59,BE,5.7,5.5,5.3,3.7,3.2,3.8,3.9,3.2,3.4,3.5
F,40-59,BG,7.6,6.4,5.2,4.1,3.3,4.1,4.6,3.6,3.6,3.4
F,40-59,CH,4.0,4.4,4.3,4.7,4.3,4.3,4.5,3.8,3.7,3.8
F,40-59,CY,11.5,9.2,9.0,7.0,6.9,6.9,6.3,5.0,5.1,4.0
F,40-59,CZ,5.0,3.8,2.8,2.1,1.9,2.3,2.6,2.3,2.1,2.2
F,40-59,DE,3.7,3.1,2.7,2.3,2.2,2.7,2.5,2.3,2.1,2.4
F,40-59,DK,4.9,4.0,3.5,3.2,3.2,3.7,3.3,2.5,2.9,3.6
F,40-59,EE,6.4,5.5,4.8,4.8,4.0,4.7,4.9,4.0,5.5,6.3
F,40-59,GR,23.8,23.3,21.7,20.4,17.9,16.4,14.9,13.1,11.4,10.5
F,40-59,ES,21.1,18.9,17.2,15.2,14.1,14.5,14.7,13.2,12.1,11.0
F,40-59,FI,6.5,6.6,6.1,5.1,4.2,5.0,5.1,4.9,4.4,4.8
F,40-59,FR,7.3,7.0,7.0,6.8,6.3,5.6,5.5,5.3,5.4,5.1
F,40-59,HR,13.0,10.7,9.0,6.1,4.2,4.5,5.1,5.7,4.8,3.3
F,40-59,HU,5.4,3.9,3.4,3.0,2.7,3.2,2.9,2.6,3.0,3.3
F,40-59,IE,7.6,6.4,5.5,4.6,3.5,3.8,4.9,3.5,2.8,2.8
F,40-59,IS,2.6,NaN,1.7,1.5,1.6,3.8,4.8,2.5,1.4,1.4
F,40-59,IT,8.2,8.5,8.7,8.5,8.2,7.6,8.0,7.0,6.8,5.8
F,40-59,LT,7.9,7.3,6.5,5.8,5.9,7.8,6.5,5.5,6.1,5.6
F,40-59,LU,5.7,4.9,4.6,4.3,3.8,4.7,4.5,3.6,3.3,4.6
F,40-59,LV,8.1,8.1,6.7,5.5,5.1,6.1,6.3,5.5,4.8,4.5
F,40-59,ME,12.8,12.3,12.1,11.8,13.7,14.4,NaN,NaN,NaN,NaN
F,40-59,MK,20.3,16.9,15.0,13.1,14.7,11.2,10.2,9.1,8.2,6.7
F,40-59,MT,4.9,5.1,3.3,2.9,2.6,5.3,3.5,1.9,2.6,2.4
F,40-59,NL,6.5,5.8,4.4,3.4,2.6,2.7,3.0,2.3,2.1,2.2
F,40-59,NO,2.4,2.3,2.1,2.0,2.0,2.2,2.4,1.9,1.8,2.1
F,40-59,PL,6.2,4.8,3.8,2.7,2.4,2.2,2.4,2.1,1.9,2.1
F,40-59,PT,11.1,9.2,7.7,6.5,5.8,5.2,4.9,4.9,5.1,5.3
F,40-59,RO,4.1,3.5,2.9,2.5,2.4,3.5,3.8,3.5,3.8,3.4
F,40-59,RS,13.7,11.6,10.7,10.4,8.2,7.0,10.4,8.4,8.3,7.0
F,40-59,SE,4.5,4.3,4.2,4.0,4.7,5.8,6.1,5.0,5.0,5.7
F,40-59,SI,7.5,5.8,5.4,4.4,3.4,4.0,3.8,2.5,2.7,2.1
F,40-59,SK,11.1,8.7,6.9,5.7,4.9,5.4,6.2,5.9,5.0,5.0
F,40-59,TR,7.3,8.0,7.9,8.2,10.4,9.1,8.9,8.1,7.8,6.9
F,40-64,AT,4.0,4.2,4.2,3.5,3.4,3.8,4.9,3.5,3.5,3.3
F,40-64,BA,NaN,NaN,NaN,NaN,NaN,NaN,17.0,15.0,12.7,13.4
F,40-64,BE,5.5,5.4,5.2,3.7,3.4,3.8,4.0,3.4,3.5,3.5
F,40-64,BG,7.6,6.4,5.3,4.1,3.3,4.1,4.4,3.4,3.5,3.4
F,40-64,CH,3.9,4.2,4.2,4.5,4.2,4.2,4.4,3.8,3.6,3.7
F,40-64,CY,11.4,9.2,8.5,6.7,6.5,6.5,6.2,4.8,4.7,3.8
F,40-64,CZ,4.8,3.7,2.7,2.1,1.8,2.2,2.6,2.3,2.1,2.2
F,40-64,DE,3.8,3.2,2.8,2.4,2.2,2.8,2.5,2.4,2.2,2.4
F,40-64,DK,4.9,4.0,3.5,3.3,3.3,3.8,3.4,2.6,2.9,3.6
F,40-64,EE,5.8,5.5,4.5,4.6,3.8,4.8,4.8,4.0,5.4,5.9
F,40-64,GR,23.0,22.8,21.3,20.1,17.6,16.0,14.9,13.1,11.2,10.7
F,40-64,ES,20.7,18.7,17.0,15.2,14.1,14.3,14.7,13.3,12.2,11.2
F,40-64,FI,6.6,6.6,6.4,5.4,4.3,5.3,5.5,5.2,4.7,5.2
F,40-64,FR,7.2,6.9,6.9,6.7,6.4,5.6,5.6,5.4,5.4,5.2
F,40-64,HR,12.5,10.2,8.7,5.8,4.0,4.4,4.8,5.4,4.8,3.2
F,40-64,HU,5.5,4.0,3.6,3.1,2.7,3.2,2.9,2.7,3.1,3.5
F,40-64,IE,7.6,6.3,5.4,4.6,3.5,3.9,4.9,3.4,2.8,2.9
F,40-64,IS,2.7,1.4,1.6,1.7,1.6,3.5,4.3,2.4,1.6,1.7
F,40-64,IT,7.8,8.1,8.3,8.1,7.7,7.2,7.7,6.8,6.6,5.5
F,40-64,LT,7.6,7.0,6.3,5.7,5.8,7.7,6.6,5.6,6.2,5.9
F,40-64,LU,5.7,4.9,4.5,4.1,3.8,4.6,4.4,3.8,3.4,4.5
F,40-64,LV,7.7,7.6,6.5,5.6,4.9,6.3,6.2,5.5,5.0,4.7
F,40-64,ME,12.4,11.6,11.4,11.3,13.2,14.0,NaN,NaN,NaN,NaN
F,40-64,MK,19.6,16.3,14.5,13.0,14.1,10.8,9.7,8.6,7.6,6.5
F,40-64,MT,4.7,4.8,3.1,3.3,2.7,5.1,3.3,1.7,2.4,2.3
F,40-64,NL,6.8,6.1,4.7,3.7,2.7,2.8,3.0,2.6,2.3,2.3
F,40-64,NO,2.2,2.1,1.9,1.8,1.9,2.2,2.3,1.8,1.7,2.0
F,40-64,PL,6.0,4.6,3.6,2.5,2.3,2.1,2.3,2.0,1.9,2.0
F,40-64,PT,10.9,9.2,7.7,6.5,5.8,5.3,5.0,5.1,5.3,5.3
F,40-64,RO,3.9,3.3,2.8,2.4,2.3,3.4,3.8,3.4,3.7,3.3
F,40-64,RS,13.0,11.0,10.0,10.0,7.8,6.5,9.8,8.0,7.9,6.8
F,40-64,SE,4.6,4.3,4.3,4.0,4.7,5.6,6.0,5.1,5.2,5.6
F,40-64,SI,7.4,5.8,5.3,4.3,3.5,4.1,3.9,2.7,2.9,2.3
F,40-64,SK,11.0,8.5,6.7,5.7,4.7,5.3,6.1,5.6,4.8,4.7
F,40-64,TR,7.0,7.5,7.4,7.8,9.9,8.7,8.5,7.8,7.4,6.7
F,45-49,AT,4.5,4.3,4.3,3.4,3.2,3.7,4.5,3.3,4.0,3.9
F,45-49,BA,NaN,NaN,NaN,NaN,NaN,NaN,17.5,16.5,14.2,14.3
F,45-49,BE,5.5,5.1,4.8,3.4,3.2,3.5,3.7,3.5,3.3,4.1
F,45-49,BG,7.0,5.6,4.7,4.2,3.5,4.5,4.9,3.5,3.0,3.1
F,45-49,CH,3.7,5.1,4.3,4.9,5.0,5.2,5.2,4.2,4.6,4.1
F,45-49,CY,9.2,9.0,8.9,7.5,8.0,7.0,6.1,4.4,3.4,3.9
F,45-49,CZ,4.2,3.2,2.4,1.9,1.6,2.1,2.2,1.8,1.6,2.3
F,45-49,DE,3.6,2.7,2.5,2.2,2.0,2.9,2.3,2.3,2.0,2.5
F,45-49,DK,4.3,3.8,3.8,2.5,3.1,3.3,3.1,2.5,2.2,3.2
F,45-49,EE,4.9,3.2,3.6,4.1,NaN,3.4,4.7,3.6,4.9,6.9
